percentage,f1,auc
0.0,0.0,0.5
0.1,0.128,0.6269296825163158
0.2,0.088135593220339,0.6981181608518573
0.30000000000000004,0.12258064516129032,0.7974557142156141
0.4,0.11869436201780414,0.8122086461553559
0.5,0.11074918566775245,0.7641959860640856
0.6000000000000001,0.10919540229885057,0.7946587173070317
0.7000000000000001,0.09863013698630138,0.7766671573678787
0.8,0.1092896174863388,0.8100740958830167
0.9,0.09577464788732395,0.7606629373374553
1.0,0.0955223880597015,0.7453947691250797
